Date,Open,High,Low,Close,Adj Close,Volume
2018-09-11,0.010000,0.010000,0.010000,0.010000,0.010000,1000
2018-09-12,0.010000,0.010000,0.010000,0.010000,0.010000,825
2018-09-13,0.010000,0.010000,0.010000,0.010000,0.010000,30120
2018-09-14,0.010000,0.010000,0.010000,0.010000,0.010000,0
2018-09-17,0.010000,0.010000,0.010000,0.010000,0.010000,0
2018-09-18,0.010000,0.010000,0.010000,0.010000,0.010000,0
2018-09-19,0.010000,0.010000,0.010000,0.010000,0.010000,0
2018-09-20,0.010000,0.010000,0.010000,0.010000,0.010000,0
2018-09-21,0.010000,0.010000,0.010000,0.010000,0.010000,0
2018-09-24,0.010000,0.010000,0.010000,0.010000,0.010000,0
2018-09-25,0.010000,0.010000,0.010000,0.010000,0.010000,0
2018-09-26,0.010000,0.010000,0.010000,0.010000,0.010000,0
2018-09-27,0.010000,0.010000,0.010000,0.010000,0.010000,0
2018-09-28,0.010000,0.010000,0.010000,0.010000,0.010000,0
2018-10-01,0.010000,0.010000,0.010000,0.010000,0.010000,0
2018-10-02,0.010000,0.010000,0.010000,0.010000,0.010000,0
2018-10-03,0.010000,0.010000,0.010000,0.010000,0.010000,0
2018-10-04,0.010000,0.010000,0.010000,0.010000,0.010000,0
2018-10-05,0.010000,0.010000,0.010000,0.010000,0.010000,0
2018-10-08,0.010000,0.010000,0.010000,0.010000,0.010000,0
2018-10-09,0.005000,0.005000,0.005000,0.005000,0.005000,104
2018-10-10,0.005000,0.005000,0.005000,0.005000,0.005000,0
2018-10-11,0.005000,0.005000,0.005000,0.005000,0.005000,0
2018-10-12,0.005000,0.005000,0.005000,0.005000,0.005000,0
2018-10-15,0.080000,0.080000,0.020000,0.050000,0.050000,13100
2018-10-16,0.010000,0.010000,0.005000,0.005000,0.005000,39250
2018-10-17,0.005000,0.005000,0.005000,0.005000,0.005000,0
2018-10-18,0.005000,0.005000,0.005000,0.005000,0.005000,200
2018-10-19,0.011000,0.011000,0.011000,0.011000,0.011000,500
2018-10-22,0.011000,0.011000,0.011000,0.011000,0.011000,1262
2018-10-23,0.011000,0.011000,0.011000,0.011000,0.011000,0
2018-10-24,0.011000,0.011000,0.011000,0.011000,0.011000,0
2018-10-25,0.011000,0.011000,0.011000,0.011000,0.011000,0
2018-10-26,0.011000,0.011000,0.011000,0.011000,0.011000,0
